DOI,Title,Matched Columns,Matched keywards
10.1109/ISCAS51556.2021.9401164,Learned Image Compression Using Adaptive Block-Wise Encoding and Reconstruction Network,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS51556.2021.9401556,Minimizing Energy of DNN Training with Adaptive Bit-Width and Voltage Scaling,IEEE Terms,energy consumption
10.1109/ISCAS51556.2021.9401362,"H-Watch: An Open, Connected Platform for AI-Enhanced COVID19 Infection Symptoms Monitoring and Contact Tracing",Abstract,mcu
10.1109/ISCAS51556.2021.9401620,Parametric Study of Performance of Remote Photopletysmography System,Abstract,low-power 
10.1109/ISCAS51556.2021.9401521,Model Optimization Method Based on Vertical Federated Learning,Document Title,model optimization
10.1109/ISCAS51556.2021.9401381,Spatial and Channel Dimensions Attention Feature Transfer for Better Convolutional Neural Networks,"Abstract, Abstract","model compression, knowledge distillation"
10.1109/ISCAS51556.2021.9401517,Exploiting Resiliency for Kernel-Wise CNN Approximation Enabled by Adaptive Hardware Design,"Abstract, Abstract, IEEE Terms","low-power , quantization, quantization"
10.1109/ISCAS51556.2021.9401109,Data-Free Network Pruning for Model Compression,"Document Title, Document Title, Abstract, Abstract","model compression, pruning, model compression, pruning"
10.1109/ISCAS51556.2021.9401108,"A 1-V, 5-Bit, 180-µW, Differential Pulse Position Modulation ADC in 65-nm CMOS Process","Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS51556.2021.9401590,A Bias-Flip Interface and Dual-Input DC-DC Converter for Piezoelectric and RF Energy Harvesting,Abstract,low-power 
10.1109/ISCAS51556.2021.9401542,Power Side-Channel Attack Detection through Battery Impedance Monitoring,Abstract,arduino
10.1109/ISCAS51556.2021.9401474,A Switched-Capacitor Power Side-Channel Attack Detection Circuit in 65-nm CMOS,Abstract,energy-efficient
10.1109/ISCAS51556.2021.9401154,Robustifying the Deployment of tinyML Models for Autonomous Mini-Vehicles,"Document Title, Abstract, Author Keywords","tinyml, low-power , tinyml"
10.1109/ISCAS51556.2021.9401130,Iterative Multiple-Path One-Shot NAS for the Optimized Performance,"Document Title, Abstract, Author Keywords","nas, nas, nas"
10.1109/ISCAS51556.2021.9401671,A K-Band Fractional-N PLL with Low-Spur Low-Power Linearization Circuit and PVT Robust Spur Trapper,"Document Title, Abstract, Author Keywords, IEEE Terms","low-power , quantization, quantization, quantization"
10.1109/ISCAS51556.2021.9401295,LSTMs for Keyword Spotting with ReRAM-Based Compute-In-Memory Architectures,Document Title,keyword spotting
10.1109/ISCAS51556.2021.9401699,Low-Power High Sensitive Capacitance Read-Out Circuit Using a-InGaZnO TFTs,Document Title,low-power 
10.1109/ISCAS51556.2021.9401356,HSC: A Hybrid Spin/CMOS Logic Based In-Memory Engine with Area-Efficient Mapping Strategy,"Abstract, Abstract","binary neural networks, bnn"
10.1109/ISCAS51556.2021.9401492,Beyond Arduino: A Guide for the Perplexed,"Document Title, Abstract, Abstract, Abstract","arduino, resource-constrained, low-power , arduino"
10.1109/ISCAS51556.2021.9401368,Adaptive Real-Time Loop Closure Detection Based on Image Feature Concatenation,Abstract,real-time performance
10.1109/ISCAS51556.2021.9401192,An Energy-Efficient Convolution Unit for Depthwise Separable Convolutional Neural Networks,"Document Title, Abstract","energy-efficient, energy-efficient"
10.1109/ISCAS51556.2021.9401549,TCP-Net: Minimizing Operation Counts of Binarized Neural Network Inference,"Abstract, Abstract, Author Keywords","pruning, bnn, pruning"
10.1109/ISCAS51556.2021.9401214,ChewBaccaNN: A Flexible 223 TOPS/W BNN Accelerator,"Document Title, Abstract, Author Keywords","bnn, binary neural networks, binary neural networks"
10.1109/ISCAS51556.2021.9401184,A 110pJ/Bit Star- 16QAM 915MHz Band Ultra-Low Power Receiver Based on Polar Architecture,Abstract,low-power 
10.1109/ISCAS51556.2021.9401715,A 75.3 pJ/b Ultra-Low Power MEMS-Based FSK Transmitter in ISM-915 MHz Band for Pico-IoT Applications,IEEE Terms,low-power 
10.1109/ISCAS51556.2021.9401767,Implementing Efficient Balanced Networks with Mixed-Signal Spike-Based Learning Circuits,Abstract,low-power 
10.1109/ISCAS51556.2021.9401446,PCM-Trace: Scalable Synaptic Eligibility Traces with Resistivity Drift of Phase-Change Materials,IEEE Terms,low-power 
10.1109/ISCAS51556.2021.9401331,Dynamic Range and Complexity Optimization of Mixed-Signal Machine Learning Systems,"Abstract, Author Keywords","keyword spotting, keyword spotting"
10.1109/ISCAS51556.2021.9401249,Application of Cellular Neural Networks in Semantic Segmentation,Abstract,low-power 
10.1109/ISCAS51556.2021.9401626,Extraction of Binarized Neural Network Architecture and Secret Parameters Using Side-Channel Information,Abstract,bnn
10.1109/ISCAS51556.2021.9401529,A Compact Low-Power 140-GHz Low-Noise Amplifier with 19-dB Gain and 7-dB NF,Document Title,low-power 
10.1109/ISCAS51556.2021.9401370,"A Temperature-Compensated 57 PPM/°C 10MHz, 2.4μW Stacked Ring Oscillator",Abstract,energy-efficient
10.1109/ISCAS51556.2021.9401219,A 14GHz Cascade Differential-Capacitor-Based DCO with Resistor-Biased Buffer,"Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization"
10.1109/ISCAS51556.2021.9401324,An Energy-Efficient Binarized Neural Network Using Analog-Intensive Feature Extraction for Keyword and Speaker Verification Wakeup,"Document Title, Abstract, Author Keywords","energy-efficient, keyword spotting, keyword spotting"
10.1109/ISCAS51556.2021.9401799,Developing a Miniature Energy-Harvesting-Powered Edge Device with Multi-Exit Neural Network,"Abstract, Abstract, IEEE Terms","low-power , energy consumption, energy consumption"
10.1109/ISCAS51556.2021.9401682,Compact and Low-Power Under-Voltage Lockout and Thermal-Shutdown Protection Circuits Using a Novel Low-Iq All-in-One Bandgap Comparator,Document Title,low-power 
10.1109/ISCAS51556.2021.9401565,A Computational Efficient Architecture for Extremely Sparse Stereo Network,Abstract,pruning
10.1109/ISCAS51556.2021.9401342,"A 216 μW, 87% Accurate Cow Behavior Classifying Decision Tree on FPGA with Interpolated Arctan2",Abstract,quantization
10.1109/ISCAS51556.2021.9401339,Efficient Quantization and Multi-Precision Design of Arithmetic Components for Deep Learning,"Document Title, Abstract, IEEE Terms","quantization, quantization, quantization"
10.1109/ISCAS51556.2021.9401429,Efficient Machine Learning Algorithm for Embedded Tactile Data Processing,"Abstract, Author Keywords","inference time, embedded machine learning"
10.1109/ISCAS51556.2021.9401730,Low-Power License Plate Detection and Recognition on a RISC-V Multi-Core MCU-Based Vision System,"Document Title, Document Title, Abstract, Abstract, Abstract","low-power , mcu, low-power , energy-efficient, mcu"
10.1109/ISCAS51556.2021.9401097,An Ultra-Low-Voltage Energy-Efficient Dynamic Fully-Regenerative Latch-Based Level-Shifter Circuit with Tunnel-FET & FinFET Devices,"Document Title, Abstract, Abstract","energy-efficient, low-power , energy-efficient"
10.1109/ISCAS51556.2021.9401719,Almost-Nonvolatile IGZO-TFT-Based Near-Sensor In-Memory Computing,Abstract,energy consumption
10.1109/ISCAS48785.2022.9937769,A Fast Converging Correlation-Based Background Timing Skew Calibration Technique by Digital Windowing for Time-Interleaved ADCs,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS48785.2022.9937425,An Energy-Efficient CNN Accelerator for Multi-object Real-Time Semantic Segmentation in Autonomous Vehicle,"Document Title, Abstract, Abstract","energy-efficient, resource-constrained, energy-efficient"
10.1109/ISCAS48785.2022.9937753,A Reconfigurable Depth-Wise Convolution Module for Heterogeneously Quantized DNNs,"Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization"
10.1109/ISCAS48785.2022.9937643,Hardware and Energy Efficiency Evaluation of NIST Lightweight Cryptography Standardization Finalists,"Abstract, Author Keywords","resource-constrained, resource-constrained"
10.1109/ISCAS48785.2022.9937755,Energy Efficiency Enhancement Of Parallelized Implementation of NIST Lightweight Cryptography Standardization Finalists,"Abstract, Author Keywords, IEEE Terms","energy consumption, resource-constrained, energy consumption"
10.1109/ISCAS48785.2022.9937772,A general tree-based machine learning accelerator with memristive analog CAM,Abstract,energy consumption
10.1109/ISCAS48785.2022.9937948,SQNR-based Layer-wise Mixed-Precision Schemes with Computational Complexity Consideration,"Abstract, Abstract, IEEE Terms","on-device ai, quantization, quantization"
10.1109/ISCAS48785.2022.9937488,An Inductor-Less RF Transmitter Using Harmonic-Rejection Edge Combiner with −40 dBc HD3 and −52 dBc HD5 for Low-Power Biomedical Applications,"Document Title, Abstract","low-power , low-power "
10.1109/ISCAS48785.2022.9937595,Improving the Precision of SORN Arithmetic by Introducing Fused Operations,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS48785.2022.9937590,An Open-source Three-Independent-Gate FET Standard Cell Library for Mixed Logic Synthesis,"Abstract, Abstract","low-power , energy consumption"
10.1109/ISCAS48785.2022.9938003,An Adaptable Mixer-Enabled VCO-Based Edge Sensing Platform for Agile Pulse Monitoring,Abstract,low-power 
10.1109/ISCAS48785.2022.9937215,Parallelizing Optical Flow Estimation on an Ultra-Low Power RISC-V Cluster for Nano-UAV Navigation,"Abstract, Abstract, IEEE Terms","resource-constrained, mcu, low-power "
10.1109/ISCAS48785.2022.9937549,Hardware Implementation of Stochastic Computing-based Morphological Neural Systems,IEEE Terms,low-power 
10.1109/ISCAS48785.2022.9938010,A 161.6 TOPS/W Mixed-mode Computing-in-Memory Processor for Energy-Efficient Mixed-Precision Deep Neural Networks,"Document Title, Abstract, Author Keywords","energy-efficient, energy-efficient, energy-efficient"
10.1109/ISCAS48785.2022.9937651,A Fast Compressed Hardware Architecture for Deep Neural Networks,Author Keywords,pruning
10.1109/ISCAS48785.2022.9937275,Improving Energy Efficiency of Convolutional Neural Networks on Multi-core Architectures through Run-time Reconfiguration,Abstract,low-power 
10.1109/ISCAS48785.2022.9937336,Fundamental Limits on the Computational Accuracy of Resistive Crossbar-based In-memory Architectures,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS48785.2022.9937683,Video Decoder Improvements with Near-Data Speculative Motion Compensation Processing,Abstract,energy consumption
10.1109/ISCAS48785.2022.9937584,ReverSearch: Search-based energy-efficient Processing-in-Memory Architecture,Document Title,energy-efficient
10.1109/ISCAS48785.2022.9937234,Performance-aware Lightweight Dynamic Early-Exit-based Gait Authentication,Abstract,inference time
10.1109/ISCAS48785.2022.9937472,Embedded Processing Pipeline Exploration For Neuromorphic Event Based Perceptual Systems,Abstract,energy consumption
10.1109/ISCAS48785.2022.9937777,Complexity Reduction of Learned In-Loop Filtering in Video Coding,"Abstract, Author Keywords","pruning, pruning"
10.1109/ISCAS48785.2022.9937909,A 2.45 GHz Dual-Path CMOS RF-to-DC Rectifier with 27 dB Input Range and −20.7 dBm Sensitivity,Abstract,low-power 
10.1109/ISCAS48785.2022.9937679,Converter Topologies for On-Package Voltage Stacking,Abstract,energy consumption
10.1109/ISCAS48785.2022.9937224,A Robust Hybrid CT/DT 0-2 MASH DSM with Passive Noise-Shaping SAR ADC,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS48785.2022.9937700,A 2-0 MASH Delta-Sigma ADC with sub-sampling SAR ADC,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS48785.2022.9937332,SCiMA: A Generic Single-Cycle Compute-in-Memory Acceleration Scheme for Matrix Computations,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS48785.2022.9937467,A 12TOPS/W Computing-in-Memory Accelerator for Convolutional Neural Networks,Abstract,energy consumption
10.1109/ISCAS48785.2022.9938008,MinAC: Minimal-Area Approximate Compressor Design Based on Exact Synthesis for Approximate Multipliers,Abstract,energy-efficient
10.1109/ISCAS48785.2022.9938013,A 4-bit Integer-Only Neural Network Quantization Method Based on Shift Batch Normalization,"Document Title, Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization, quantization"
10.1109/ISCAS48785.2022.9937576,A Non-conventional Sum-and-Max based Neural Network layer for Low Power Classification,"Abstract, Abstract","low-power , pruning"
10.1109/ISCAS48785.2022.9937546,"A 0.5 V, 0.13 nW, 4-Transistor Over Temperature Protection Circuit for SoCs",Abstract,low-power 
10.1109/ISCAS48785.2022.9937618,Selective Input Sparsity in Spiking Neural Networks for Pattern Classification,Abstract,inference time
10.1109/ISCAS48785.2022.9937922,Ultra-Low-Power IoT 30nW 474mV 19 ppm/°C Voltage Reference and 2 nA 470 ppm/°C Current Reference,"Document Title, Abstract","low-power , low-power "
10.1109/ISCAS48785.2022.9937937,A Low-Power Half-Rate Charge-Steering Hybrid for Full-Duplex Chip-to-Chip Interconnects,"Document Title, Abstract","low-power , low-power "
10.1109/ISCAS48785.2022.9937733,Object Contact Shape Classification Using Neuromorphic Spiking Neural Network with STDP Learning,Abstract,raspberry pi
10.1109/ISCAS48785.2022.9937826,Subthreshold CMOS Implementation of the Izhikevich Neuron Model,"Abstract, IEEE Terms","low-power , energy consumption"
10.1109/ISCAS48785.2022.9937966,Physics-based modeling of a bi-layer Al₂O₃/Nb₂O₅ analog memristive device,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS48785.2022.9937207,Design Space Exploration of Dense and Sparse Mapping Schemes for RRAM Architectures,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS48785.2022.9937460,Triple-Mode Low-Power 20 Gb/s SST Driver for Short Reach Interconnects,Document Title,low-power 
10.1109/ISCAS48785.2022.9937751,"A 78nW, 814mV/875nA All-in-One Voltage and Current Reference Using Darlington Pair",IEEE Terms,low-power 
10.1109/ISCAS48785.2022.9937508,"Silicon-Proven Clockless Wave-Propagated Pipelining for High-Throughput, Energy-Efficient Processing",Document Title,energy-efficient
10.1109/ISCAS48785.2022.9937273,Thermopyle-based contactless temperature sensors for low-power applications,"Document Title, Abstract","low-power , energy-efficient"
10.1109/ISCAS48785.2022.9937694,Level Shifters for Charge Constrained Applications,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS48785.2022.9937825,A current-mode Σ△ modulator with FIR feedback and DC servo loop for an improved dynamic range,Abstract,quantization
10.1109/ISCAS48785.2022.9938015,Reduce Computing Complexity of Deep Neural Networks Through Weight Scaling,"Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","low-power , quantization, pruning, quantization, quantization"
10.1109/ISCAS48785.2022.9937939,Wavelet Transform Assisted Neural Networks for Human Activity Recognition,Abstract,resource-constrained
10.1109/ISCAS48785.2022.9937290,Histogram-Equalized Quantization for logic-gated Residual Neural Networks,"Document Title, Abstract, IEEE Terms","quantization, quantization, quantization"
10.1109/ISCAS48785.2022.9937541,PRUNIX: Non-Ideality Aware Convolutional Neural Network Pruning for Memristive Accelerators,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","pruning, quantization, pruning, pruning, quantization"
10.1109/ISCAS48785.2022.9937469,Nyquist VCO-based ADC with Programmable Pulse Shaping Filter for Mitigation of Blockers,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS48785.2022.9937837,Privacy-preserving Social Distance Monitoring on Microcontrollers with Low-Resolution Infrared Sensors and CNNs,"Document Title, Abstract, Abstract, IEEE Terms","microcontrollers , mcu, energy consumption, quantization"
10.1109/ISCAS48785.2022.9937436,Amplitude and Phase Estimation of Backscatter Tag-to-Tag Channel,Abstract,low-power 
10.1109/ISCAS48785.2022.9937940,"Optimizing a Multispectral-Images-Based DL Model, Through Feature Selection, Pruning and Quantization","Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","quantization, pruning, quantization, pruning, inference time, quantization, pruning, quantization"
10.1109/ISCAS48785.2022.9937294,SCOLAR: A Spiking Digital Accelerator with Dual Fixed Point for Continual Learning,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS48785.2022.9937449,An Efficient FPGA Implementation for Real-Time and Low-Power UAV Object Detection,Document Title,low-power 
10.1109/ISCAS48785.2022.9937748,Structured and tiled-based pruning of Deep Learning models targeting FPGA implementations,"Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","pruning, model compression, quantization, pruning, pruning, quantization"
10.1109/ISCAS48785.2022.9937816,Design of Cyclic-Coupled Ring Oscillators with Guaranteed Maximal Phase Resolution,IEEE Terms,quantization
10.1109/ISCAS48785.2022.9937564,Non van-Neumann Anomaly Detection in Multi-Channel Time-Series using Charge Trap Transistor Crossbars,"Abstract, Abstract","resource-constrained, low-power "
10.1109/ISCAS48785.2022.9937832,Optimization of DRAM based PIM Architecture for Energy-Efficient Deep Neural Network Training,"Document Title, Abstract","energy-efficient, energy-efficient"
10.1109/ISCAS48785.2022.9937872,Power-Aware Computing on GPGPU Systems Using ML Classification Techniques,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS48785.2022.9937864,A Scalable Single-Input-Multiple-Output DC/DC Converter with Enhanced Load Transient Response and Security for Low-Power SoCs,"Document Title, Abstract","low-power , low-power "
10.1109/ISCAS48785.2022.9937603,C-NMT: A Collaborative Inference Framework for Neural Machine Translation,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS48785.2022.9937612,Does Video Compression Impact Tracking Accuracy?,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS48785.2022.9937908,A 65nm Compute-In-Memory 7T SRAM Macro Supporting 4-bit Multiply and Accumulate Operation by Employing Charge Sharing,Abstract,energy-efficient
10.1109/ISCAS48785.2022.9937319,AxLEAP: Enabling Low-Power Approximations Through Unified Power Format,Document Title,low-power 
10.1109/ISCAS48785.2022.9937676,ConfAx: Exploiting Approximate Computing for Configurable FPGA CNN Acceleration at the Edge,IEEE Terms,energy consumption
10.1109/ISCAS48785.2022.9937770,AxRSU: Approximate Radix-4 Squarer Unit,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS48785.2022.9937531,A Resource-Saving Energy-Efficient Reconfigurable Hardware Accelerator for BERT-based Deep Neural Network Language Models using FFT Multiplication,"Document Title, Abstract, Author Keywords","energy-efficient, resource-constrained, resource-constrained"
10.1109/ISCAS48785.2022.9937605,Mitigating EM Side-Channel Attacks with Dynamic Delay Insertion and Data Bus Inversion,Abstract,energy-efficient
10.1109/ISCAS48785.2022.9937874,An Adaptive ASIC for Closed-Loop Low-Power Pulse-Based Ultrasonic Data Transmission,"Document Title, Abstract","low-power , low-power "
10.1109/ISCAS48785.2022.9937840,Framework to Benchmark CNNs (FaBCNN) for Processing Real-Time HD Video Streams on FPGAs,Abstract,resource-constrained
10.1109/ISCAS48785.2022.9937613,Tiny ci-SAR A/D Converter for Deep Neural Networks in Analog in-Memory Computation,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS48785.2022.9937514,Hybrid CMOS-RRAM Spiking CNNs with Time-Domain Max-pooling and Integrator Re-use,Abstract,energy-efficient
10.1109/ISCAS48785.2022.9937567,Efficient Fine-Tuning of BERT Models on the Edge,"Abstract, Abstract, Abstract","resource-constrained, memory-efficient, memory usage"
10.1109/ISCAS48785.2022.9937447,Super-Regenerative Receiver for OFDM Communication,Author Keywords,low-power 
10.1109/ISCAS48785.2022.9937253,Low-Power Low-Data-rate Wireless PPM Receiver Based on 13-Bits Barker Coded SAW Correlator with Scalable Data-rate and Sensitivity,"Document Title, Abstract","low-power , low-power "
10.1109/ISCAS48785.2022.9937312,A 36pW CMOS Voltage Reference With Independent TC and Output Level Calibration for Miniature Low-Power Systems,"Document Title, Abstract","low-power , low-power "
10.1109/ISCAS48785.2022.9937316,A 156pW Gate-Leakage Based Voltage/Current Reference for Low-Power IoT Systems,Document Title,low-power 
10.1109/ISCAS48785.2022.9937943,A Multilevel N-Path Filter Topology for Low-Power Sinusoidal Clocking with Non-Overlapping Phases,Document Title,low-power 
10.1109/ISCAS48785.2022.9937660,UCViT: Hardware-Friendly Vision Transformer via Unified Compression,"Abstract, Abstract, IEEE Terms, IEEE Terms","quantization, energy consumption, quantization, energy consumption"
10.1109/ISCAS48785.2022.9937506,Characterization of Sub-Nyquist TIA with Equalization in Optical Receivers,Abstract,energy-efficient
10.1109/ISCAS48785.2022.9937640,Redundancy Pruning for Binary Hyperdimensional Computing Architectures,"Document Title, Abstract, Abstract, Author Keywords","pruning, pruning, energy-efficient, pruning"
10.1109/ISCAS48785.2022.9937459,A Compact Online-Learning Spiking Neuromorphic Biosignal Processor,Abstract,low-power 
10.1109/ISCAS48785.2022.9937875,Improving Spiking Neural Network Accuracy Using Time-based Neurons,Abstract,low-power 
10.1109/ISCAS48785.2022.9937985,Energy-Efficient Intelligent Pulmonary Auscultation for Post COVID-19 Era Wearable Monitoring Enabled by Two-Stage Hybrid Neural Network,"Document Title, Abstract","energy-efficient, energy-efficient"
10.1109/ISCAS48785.2022.9937572,Multi-Robot Formation Control using Collective Behavior Model and Reinforcement Learning,Abstract,energy-efficient
10.1109/ISCAS48785.2022.9937881,Safety Assurance System for Electric Vehicles Based on Infrared LiDAR,Abstract,mcu
10.1109/ISCAS48785.2022.9937282,Short Floating-Point CNN Accelerator for Brain-Computer Interface to Decode Visual Information,Author Keywords,quantization
10.1109/ISCAS48785.2022.9937323,SaleNet: A low-power end-to-end CNN accelerator for sustained attention level evaluation using EEG,"Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","low-power , model compression, quantization, pruning, model compression, quantization"
10.1109/ISCAS48785.2022.9937295,A Nano-power Wake-up Circuit for Energy-driven IoT Applications,Abstract,low-power 
10.1109/ISCAS48785.2022.9937827,An Always-On tinyML Acoustic Classifier for Ecological Applications,"Document Title, Author Keywords","tinyml, tinyml"
10.1109/ISCAS48785.2022.9937621,A Compact Low-Noise Digital Pixel with 15-bit Two-Step PFM-based ADC for IRFPAs,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS48785.2022.9937293,tinyRadar: mmWave Radar based Human Activity Classification for Edge Computing,"Abstract, Author Keywords, Author Keywords","cmsis-nn, tinyml, cmsis-nn"
10.1109/ISCAS48785.2022.9937760,"A 1800μm2, 953Gbps/W AES Accelerator for IoT Applications in 40nm CMOS","Abstract, Author Keywords","energy-efficient, energy-efficient"
10.1109/ISCAS48785.2022.9937415,Towards Task-aware Signal Compression for Efficient Continuous Health Monitoring,Author Keywords,low-power 
10.1109/ISCAS48785.2022.9937904,An Energy-Efficient YOLO Accelerator Optimizing Filter Switching Activity,"Document Title, Abstract","energy-efficient, memory-efficient"
10.1109/ISCAS48785.2022.9937757,A Digital-Control Buck Converter with Dual Pulse-Skipping Modes for Internet of Things,Abstract,low-power 
10.1109/ISCAS48785.2022.9937851,Impact of Sheet Width and Silicon Height in 3D Stacked Nanosheet GAA Transistor Technology,Abstract,energy consumption
10.1109/ISCAS48785.2022.9937509,A Reconfigurable 8T SRAM Macro for Bit-Parallel Searching and Computing In-Memory,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS48785.2022.9938016,A Current-Injection-Based Flying Capacitor Balancing Circuit for Three-Level DC-DC Converter,IEEE Terms,quantization
10.1109/ISCAS48785.2022.9937211,A Low-Input Capacitance 12-bit SAR ADC for use in Self-Powered IoT Nodes,Abstract,low-power 
10.1109/ISCAS48785.2022.9937630,A 3bit/cycle 1GS/s 8-bit SAR ADC Employing Asynchronous Ping-Pong Quantization Scheme,"Document Title, Abstract, IEEE Terms","quantization, quantization, quantization"
10.1109/ISCAS48785.2022.9937315,"0.08mm2 128nW MFCC Engine for Ultra-low Power, Always-on Smart Sensing Applications","Abstract, IEEE Terms","keyword spotting, low-power "
10.1109/ISCAS48785.2022.9937756,An Event-Driven Compressive Neuromorphic System for Cardiac Arrhythmia Detection,"Abstract, IEEE Terms","energy consumption, energy consumption"
10.1109/ISCAS48785.2022.9937240,An Alignment-Based Hardware Accelerator for Rapid Prediction of RNA Secondary Structures,Abstract,memory usage
10.1109/ISCAS48785.2022.9937251,Zero-crossing-prediction-based Single-slope ADC with a Constant Charge Bias Amplifier for Low Power Image Sensors,Abstract,low-power 
10.1109/ISCAS48785.2022.9937266,An Efficient Hardware Architecture for DNN Training by Exploiting Triple Sparsity,"Abstract, Abstract","low-power , pruning"
10.1109/ISCAS48785.2022.9937206,A 11.6μ W Computing-on-Memory-Boundary Keyword Spotting Processor with Joint MFCC-CNN Ternary Quantization,"Document Title, Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","quantization, keyword spotting, low-power , quantization, keyword spotting, quantization, keyword spotting, quantization"
10.1109/ISCAS48785.2022.9937843,A High Resolution Chemical Sensing Front-end with Integrated Sigma Delta Quantisation,IEEE Terms,quantization
10.1109/ISCAS48785.2022.9937283,Mixed-Precision Quantization of U-Net for Medical Image Segmentation,"Document Title, Abstract, Author Keywords, IEEE Terms","quantization, quantization, quantization, quantization"
10.1109/ISCAS48785.2022.9937792,Edge Computation-in-Memory for In-situ Class-incremental Learning with Knowledge Distillation,"Document Title, Abstract, Abstract, Author Keywords","knowledge distillation, not available, knowledge distillation, knowledge distillation"
10.1109/ISCAS48785.2022.9937271,Recovering Accuracy of RRAM-based CIM for Binarized Neural Network via Chip-in-the-loop Training,Abstract,bnn
10.1109/ISCAS48785.2022.9937781,Compute-In-Memory Using 6T SRAM for a Wide Variety of Workloads,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS48785.2022.9937538,PSCNN: A 885.86 TOPS/W Programmable SRAM-based Computing-In-Memory Processor for Keyword Spotting,"Document Title, Abstract","keyword spotting, keyword spotting"
10.1109/ISCAS48785.2022.9937544,Automated Quantization Range Mapping for DAC/ADC Non-linearity in Computing-In-Memory,"Document Title, Abstract, Abstract, IEEE Terms","quantization, low-power , quantization, quantization"
10.1109/ISCAS48785.2022.9937849,Efficient Neural Networks with Spatial Wise Sparsity Using Unified Importance Map,"Abstract, Author Keywords","pruning, pruning"
10.1109/ISCAS48785.2022.9937625,Two-Stage Energy Efficiency Optimization of Switched-Capacitor Converters for IoT Systems,Abstract,energy consumption
10.1109/ISCAS48785.2022.9937645,An Automated Compiler for RISC-V Based DNN Accelerator,"Abstract, Author Keywords","tvm, tvm"
10.1109/ISCAS48785.2022.9937743,Algorithm-Hardware Co-Optimization for Cost-Efficient ML-based ISP Accelerator,Abstract,energy consumption
10.1109/ISCAS48785.2022.9937510,An Ultra Energy Efficient Streaming-based FPGA Accelerator for Lightweight Neural Network,Abstract,resource-constrained
10.1109/ISCAS48785.2022.9937836,Triplet Confidence for Robust Out-of-vocabulary Keyword Spotting,"Document Title, Abstract, Author Keywords","keyword spotting, keyword spotting, keyword spotting"
10.1109/ISCAS48785.2022.9937924,Efficient Search for Efficient Architecture,"Abstract, Author Keywords, Author Keywords","pruning, pruning, neural architecture search"
10.1109/ISCAS48785.2022.9937233,A QP-adaptive Mechanism for CNN-based Filter in Video Coding,"Abstract, IEEE Terms","quantization, quantization"
10.1109/ISCAS48785.2022.9937421,Mixed-Signal Integrated Circuit for Direct Raised-Cosine Filter Waveform Synthesis of Digital Signals up to 24 GS/s in 22 nm FD-SOI CMOS Technology,Abstract,low-power 
10.1109/ISCAS48785.2022.9937754,SAT-based Scheduling Algorithm for High-level Synthesis Considering Resource Sharing,Abstract,pruning
10.1109/ISCAS48785.2022.9937828,HPSW-CIM: A Novel ReRAM-Based Computing-in-Memory Architecture with Constant-Term Circuit for Full Parallel Hybrid-Precision-Signed-Weight MAC Operation,"Abstract, Abstract","edge ai, low-power "
10.1109/ISCAS48785.2022.9937292,Analog-memory-based 14nm Hardware Accelerator for Dense Deep Neural Networks including Transformers,Abstract,energy-efficient
10.1109/ISCAS48785.2022.9937272,SNNIM: A 10T-SRAM based Spiking-Neural-Network-In-Memory architecture with capacitance computation,Abstract,energy consumption
10.1109/ISCAS48785.2022.9937639,A Lightweight Spiking GAN Model for Memristor-centric Silicon Circuit with On-chip Reinforcement Adversarial Learning,Abstract,energy-efficient
